NAME,GEOIDFQ,SUMLEVEL,YEAR,METRIC,FUEL_TYPE,VALUE
Licking,0500000US39089,050,2014,Facilities,Solid Waste,0.0
Licking,0500000US39089,050,2015,Facilities,Solid Waste,0.0
Licking,0500000US39089,050,2016,Facilities,Solid Waste,0.0
Licking,0500000US39089,050,2017,Facilities,Solid Waste,0.0
Licking,0500000US39089,050,2018,Facilities,Solid Waste,0.0
Licking,0500000US39089,050,2019,Facilities,Solid Waste,0.0
Licking,0500000US39089,050,2020,Facilities,Solid Waste,0.0
Licking,0500000US39089,050,2021,Facilities,Solid Waste,0.0
Licking,0500000US39089,050,2022,Facilities,Solid Waste,0.0
Licking,0500000US39089,050,2023,Facilities,Solid Waste,0.0
Licking,0500000US39089,050,2024,Facilities,Solid Waste,0.0
Licking,0500000US39089,050,2009,Facilities,Wind,0.0
Licking,0500000US39089,050,2010,Facilities,Wind,0.0
Licking,0500000US39089,050,2011,Facilities,Wind,0.0
Licking,0500000US39089,050,2012,Facilities,Wind,0.0
Licking,0500000US39089,050,2013,Facilities,Wind,0.0
Licking,0500000US39089,050,2014,Facilities,Wind,0.0
Licking,0500000US39089,050,2015,Facilities,Wind,0.0
Licking,0500000US39089,050,2016,Facilities,Wind,0.0
Licking,0500000US39089,050,2017,Facilities,Wind,0.0
Licking,0500000US39089,050,2018,Facilities,Wind,0.0
